äädikaline, äädikalise, äädikalist, äädikalisesse|äädikalisse, äädikaliste, äädikalisi
tormiline, tormilise, tormilist, tormilisesse|tormilisse, tormiliste, tormilisi
tormine, tormise, tormist, tormisesse, tormiste, tormiseid
tormitsev, tormitseva, tormitsevat, tormitsevasse, tormitsevate, tormitsevaid
tormlev, tormleva, tormlevat, tormlevasse, tormlevate, tormlevaid
torm, tormi, tormi, tormisse|tormi, tormide, torme|tormisid
tõrvakas, tõrvaka, tõrvakat, tõrvakasse, tõrvakate, tõrvakaid
tõrvane, tõrvase, tõrvast, tõrvasesse, tõrvaste, tõrvaseid
tõsine, tõsise, tõsist, tõsisesse, tõsiste, tõsiseid
tõstetav, tõstetava, tõstetavat, tõstetavasse, tõstetavate, tõstetavaid
totaalne, totaalse, totaalset, totaalsesse, totaalsete, totaalseid
tõtakas, tõtaka, tõtakat, tõtakasse, tõtakate, tõtakaid
tõtlik, tõtliku, tõtlikku, tõtlikusse|tõtlikku, tõtlike|tõtlikkude, tõtlikke|tõtlikkusid
tõttav, tõttava, tõttavat, tõttavasse, tõttavate, tõttavaid
totter, totra, totrat, totrasse, totrate, totraid
tõukav, tõukava, tõukavat, tõukavasse, tõukavate, tõukavaid
tõuline, tõulise, tõulist, tõulisesse|tõulisse, tõuliste, tõulisi|tõuliseid
tõusiklik, tõusikliku, tõusiklikku, tõusiklikusse|tõusiklikku, tõusiklike|tõusiklikkude, tõusiklikke|tõusiklikkusid
traagiline, traagilise, traagilist, traagilisesse|traagilisse, traagiliste, traagilisi
traditsiooniline, traditsioonilise, traditsioonilist, traditsioonilisesse|traditsioonilisse, traditsiooniliste, traditsioonilisi
trafaretne, trafaretse, trafaretset, trafaretsesse, trafaretsete, trafaretseid
transitiivne, transitiivse, transitiivset, transitiivsesse, transitiivsete, transitiivseid
treenitud, treenitu, treenitut, treenitusse, treenitute, treenituid
triibuline, triibulise, triibulist, triibulisesse|triibulisse, triibuliste, triibulisi
triumfaalne, triumfaalse, triumfaalset, triumfaalsesse, triumfaalsete, triumfaalseid
triviaalne, triviaalse, triviaalset, triviaalsesse, triviaalsete, triviaalseid
troostitu, troostitu, troostitut, troostitusse, troostitute, troostituid
trööstitu, trööstitu, trööstitut, trööstitusse, trööstitute, trööstituid
trotslik, trotsliku, trotslikku, trotslikusse|trotslikku, trotslike|trotslikkude, trotslikke|trotslikkusid
truudusetu, truudusetu, truudusetut, truudusetusse, truudusetute, truudusetuid
truu, truu, truud, truusse, truude, truid|truusid
tsendentaalne, tsendentaalse, tsendentaalset, tsendentaalsesse, tsendentaalsete, tsendentaalseid
tsendentne, tsendentse, tsendentset, tsendentsesse, tsendentsete, tsendentseid
tsensuurne, tsensuurse, tsensuurset, tsensuursesse, tsensuursete, tsensuurseid
tsentraalne, tsentraalse, tsentraalset, tsentraalsesse, tsentraalsete, tsentraalseid
tsentriline, tsentrilise, tsentrilist, tsentrilisesse|tsentrilisse, tsentriliste, tsentrilisi
tseremoniaalne, tseremoniaalse, tseremoniaalset, tseremoniaalsesse, tseremoniaalsete, tseremoniaalseid
tsiviilne, tsiviilse, tsiviilset, tsiviilsesse, tsiviilsete, tsiviilseid
tubane, tubase, tubast, tubasesse, tubaste, tubaseid
tubli, tubli, tublit, tublisse, tublide, tublisid
tüdinenud, tüdinenu, tüdinenut, tüdinenusse, tüdinenute, tüdinenuid
tüdrukulik, tüdrukuliku, tüdrukulikku, tüdrukulikusse|tüdrukulikku, tüdrukulike|tüdrukulikkude, tüdrukulikke|tüdrukulikkusid
tugev, tugeva, tugevat, tugevasse, tugevate, tugevaid
tühemeline, tühemelise, tühemelist, tühemelisesse|tühemelisse, tühemeliste, tühemelisi
tühikuline, tühikulise, tühikulist, tühikulisesse|tühikulisse, tühikuliste, tühikulisi
tühine, tühise, tühist, tühisesse, tühiste, tühiseid
tühi, tühja, tühja, tühjasse|tühja, tühjade, tühje|tühjasid
tuhm, tuhmi, tuhmi, tuhmisse|tuhmi, tuhmide, tuhme|tuhmisid
tuhmunud, tuhmunu, tuhmunut, tuhmunusse, tuhmunute, tuhmunuid
tuim, tuima, tuima, tuimasse|tuima, tuimade, tuimi|tuimasid
tuisakas, tuisaka, tuisakat, tuisakasse, tuisakate, tuisakaid
tuisanud, tuisanu, tuisanut, tuisanusse, tuisanute, tuisanuid
tujukas, tujuka, tujukat, tujukasse, tujukate, tujukaid
tujuline, tujulise, tujulist, tujulisesse|tujulisse, tujuliste, tujulisi
tujutsev, tujutseva, tujutsevat, tujutsevasse, tujutsevate, tujutsevaid
tujutu, tujutu, tujutut, tujutusse, tujutute, tujutuid
tükatine, tükatise, tükatist, tükatisesse|tükatisse, tükatiste, tükatisi
tükiline, tükilise, tükilist, tükilisesse|tükilisse, tükiliste, tükilisi
tükkimatu, tükkimatu, tükkimatut, tükkimatusse, tükkimatute, tükkimatuid
tükkiv, tükkiva, tükkivat, tükkivasse, tükkivate, tükkivaid
tulelik, tuleliku, tulelikku, tulelikusse|tulelikku, tulelike|tulelikkude, tulelikke|tulelikkusid
tulematu, tulematu, tulematut, tulematusse, tulematute, tulematuid
tulemuslik, tulemusliku, tulemuslikku, tulemuslikusse|tulemuslikku, tulemuslike|tulemuslikkude, tulemuslikke|tulemuslikkusid
tuletuslik, tuletusliku, tuletuslikku, tuletuslikusse|tuletuslikku, tuletuslike|tuletuslikkude, tuletuslikke|tuletuslikkusid
tulevikuline, tulevikulise, tulevikulist, tulevikulisesse|tulevikulisse, tulevikuliste, tulevikulisi
tülgastav, tülgastava, tülgastavat, tülgastavasse, tülgastavate, tülgastavaid
tülikas, tülika, tülikat, tülikasse, tülikate, tülikaid
tuline, tulise, tulist, tulisesse, tuliste, tuliseid
tulnu, tulnu, tulnut, tulnusse, tulnute, tulnuid
tülpinud, tülpinu, tülpinut, tülpinusse, tülpinute, tülpinuid
tulus, tulusa, tulusat, tulusasse, tulusate, tulusaid
tulutu, tulutu, tulutut, tulutusse, tulutute, tulutuid
tume, tumeda, tumedat, tumedasse, tumedate, tumedaid
tummine, tummise, tummist, tummisesse, tummiste, tummiseid
tumm, tumma, tumma, tummasse|tumma, tummade, tummi|tummasid
tundeline, tundelise, tundelist, tundelisesse|tundelisse, tundeliste, tundelisi
tundetu, tundetu, tundetut, tundetusse, tundetute, tundetuid
tundlik, tundliku, tundlikku, tundlikusse|tundlikku, tundlike|tundlikkude, tundlikke|tundlikkusid
tundmatu, tundmatu, tundmatut, tundmatusse, tundmatute, tundmatuid
tundmuslik, tundmusliku, tundmuslikku, tundmuslikusse|tundmuslikku, tundmuslike|tundmuslikkude, tundmuslikke|tundmuslikkusid
tungimatu, tungimatu, tungimatut, tungimatusse, tungimatute, tungimatuid
tungiv, tungiva, tungivat, tungivasse, tungivate, tungivaid
tunnetuslik, tunnetusliku, tunnetuslikku, tunnetuslikusse|tunnetuslikku, tunnetuslike|tunnetuslikkude, tunnetuslikke|tunnetuslikkusid
tunnuslik, tunnusliku, tunnuslikku, tunnuslikusse|tunnuslikku, tunnuslike|tunnuslikkude, tunnuslikke|tunnuslikkusid
tunnustatud, tunnustatu, tunnustatut, tunnustatusse, tunnustatute, tunnustatuid
tuntav, tuntava, tuntavat, tuntavasse, tuntavate, tuntavaid
tuntud, tuntu, tuntut, tuntusse, tuntute, tuntuid
türanniseeriv, türanniseeriva, türanniseerivat, türanniseerivasse, türanniseerivate, türanniseerivaid
turjakas, turjaka, turjakat, turjakasse, turjakate, turjakaid
turustatav, turustatava, turustatavat, turustatavasse, turustatavate, turustatavaid
turvaline, turvalise, turvalist, turvalisesse|turvalisse, turvaliste, turvalisi
tusane, tusase, tusast, tusasesse, tusaste, tusaseid
tüse, tüseda, tüsedat, tüsedasse, tüsedate, tüsedaid
tüssav, tüssava, tüssavat, tüssavasse, tüssavate, tüssavaid
tuttavlik, tuttavliku, tuttavlikku, tuttavlikusse|tuttavlikku, tuttavlike|tuttavlikkude, tuttavlikke|tuttavlikkusid
tuttav, tuttava, tuttavat, tuttavasse, tuttavate, tuttavaid
tutvustav, tutvustava, tutvustavat, tutvustavasse, tutvustavate, tutvustavaid
tuuletu, tuuletu, tuuletut, tuuletusse, tuuletute, tuuletuid
tuuline, tuulise, tuulist, tuulisesse, tuuliste, tuuliseid
tuumakas, tuumaka, tuumakat, tuumakasse, tuumakate, tuumakaid
tüüne, tüüne, tüünet, tüünesse, tüünete, tüüneid
tuunjas, tuunja, tuunjat, tuunjasse, tuunjate, tuunjaid
tüüpiline, tüüpilise, tüüpilist, tüüpilisesse|tüüpilisse, tüüpiliste, tüüpilisi
tüütav, tüütava, tüütavat, tüütavasse, tüütavate, tüütavaid
tüütu, tüütu, tüütut, tüütusse, tüütute, tüütuid
tüveline, tüvelise, tüvelist, tüvelisesse|tüvelisse, tüveliste, tüvelisi
ubajas, ubaja, ubajat, ubajasse, ubajate, ubajaid
üdijas, üdija, üdijat, üdijasse, üdijate, üdijaid
üdikas, üdika, üdikat, üdikasse, üdikate, üdikaid
udune, uduse, udust, udusesse, uduste, uduseid
ühendatu, ühendatu, ühendatut, ühendatusse, ühendatute, ühendatuid
ühendav, ühendava, ühendavat, ühendavasse, ühendavate, ühendavaid
ühene, ühese, ühest, ühesesse, üheste, üheseid
ühilduv, ühilduva, ühilduvat, ühilduvasse, ühilduvate, ühilduvaid
ühine, ühise, ühist, ühisesse, ühiste, ühiseid
ühiskondlik, ühiskondliku, ühiskondlikku, ühiskondlikusse|ühiskondlikku, ühiskondlike|ühiskondlikkude, ühiskondlikke|ühiskondlikkusid
uhke, uhke, uhket, uhkesse, uhkete, uhkeid
ühtimatu, ühtimatu, ühtimatut, ühtimatusse, ühtimatute, ühtimatuid
ühtiv, ühtiva, ühtivat, ühtivasse, ühtivate, ühtivaid
ühtlane, ühtlase, ühtlast, ühtlasesse|ühtlasse, ühtlaste, ühtlasi|ühtlaseid
ühtlik, ühtliku, ühtlikku, ühtlikusse|ühtlikku, ühtlike|ühtlikkude, ühtlikke|ühtlikkusid
ühtlusetu, ühtlusetu, ühtlusetut, ühtlusetusse, ühtlusetute, ühtlusetuid
ühtne, ühtse, ühtset, ühtsesse, ühtsete, ühtseid
uimane, uimase, uimast, uimasesse, uimaste, uimaseid
uimastav, uimastava, uimastavat, uimastavasse, uimastavate, uimastavaid
uje, ujeda, ujedat, ujedasse, ujedate, ujedaid
üksik, üksiku, üksikut, üksikusse, üksikute, üksikuid
üksildane, üksildase, üksildast, üksildasesse|üksildasse, üksildaste, üksildasi
ulakas, ulaka, ulakat, ulakasse, ulakate, ulakaid
ulatuslik, ulatusliku, ulatuslikku, ulatuslikusse|ulatuslikku, ulatuslike|ulatuslikkude, ulatuslikke|ulatuslikkusid
ülbaline, ülbalise, ülbalist, ülbalisesse|ülbalisse, ülbaliste, ülbalisi
ülbe, ülbe, ülbet, ülbesse, ülbete, ülbeid
üldine, üldise, üldist, üldisesse|üldisse, üldiste, üldisi|üldiseid
ülemine, ülemise, ülemist, ülemisesse|ülemisse, ülemiste, ülemisi
ülendav, ülendava, ülendavat, ülendavasse, ülendavate, ülendavaid
ületamatu, ületamatu, ületamatut, ületamatusse, ületamatute, ületamatuid
ülev, üleva, ülevat, ülevasse, ülevate, ülevaid
uljas, ulja, uljast, uljasse, uljaste, uljaid
uljutsev, uljutseva, uljutsevat, uljutsevasse, uljutsevate, uljutsevaid
üllas, ülla, üllast, üllasse, üllaste, üllaid
üllatatud, üllatatu, üllatatut, üllatatusse, üllatatute, üllatatuid
üllatav, üllatava, üllatavat, üllatavasse, üllatavate, üllatavaid
üllatunud, üllatunu, üllatunut, üllatunusse, üllatunute, üllatunuid
üllatuslik, üllatusliku, üllatuslikku, üllatuslikusse|üllatuslikku, üllatuslike|üllatuslikkude, üllatuslikke|üllatuslikkusid
ulmeline, ulmelise, ulmelist, ulmelisesse|ulmelisse, ulmeliste, ulmelisi
ümarik, ümariku, ümarikku, ümarikusse|ümarikku, ümarike|ümarikkude, ümarikke|ümarikkusid
ümar, ümara, ümarat, ümarasse, ümarate, ümaraid
umbne, umbse, umbset, umbsesse, umbsete, umbseid
ümmargune, ümmarguse, ümmargust, ümmargusesse|ümmargusse, ümmarguste, ümmargusi
unikaalne, unikaalse, unikaalset, unikaalsesse, unikaalsete, unikaalseid
unine, unise, unist, unisesse, uniste, uniseid
unistav, unistava, unistavat, unistavasse, unistavate, unistavaid
unistuslik, unistusliku, unistuslikku, unistuslikusse|unistuslikku, unistuslike|unistuslikkude, unistuslikke|unistuslikkusid
unustamatu, unustamatu, unustamatut, unustamatusse, unustamatute, unustamatuid
unustatud, unustatu, unustatut, unustatusse, unustatute, unustatuid
unustav, unustava, unustavat, unustavasse, unustavate, unustavaid
upsakas, upsaka, upsakat, upsakasse, upsakate, upsakaid
urbne, urbse, urbset, urbsesse, urbsete, urbseid
ürgne, ürgse, ürgset, ürgsesse, ürgsete, ürgseid
urklik, urkliku, urklikku, urklikusse|urklikku, urklike|urklikkude, urklikke|urklikkusid
usaldamatu, usaldamatu, usaldamatut, usaldamatusse, usaldamatute, usaldamatuid
usaldatav, usaldatava, usaldatavat, usaldatavasse, usaldatavate, usaldatavaid
usaldav, usaldava, usaldavat, usaldavasse, usaldavate, usaldavaid
usalduslik, usaldusliku, usalduslikku, usalduslikusse|usalduslikku, usalduslike|usalduslikkude, usalduslikke|usalduslikkusid
usin, usina, usinat, usinasse, usinate, usinaid
usjas, usja, usjat, usjasse, usjate, usjaid
usklik, uskliku, usklikku, usklikusse|usklikku, usklike|usklikkude, usklikke|usklikkusid
uskmatu, uskmatu, uskmatut, uskmatusse, uskmatute, uskmatuid
uskumatu, uskumatu, uskumatut, uskumatusse, uskumatute, uskumatuid
uskuv, uskuva, uskuvat, uskuvasse, uskuvate, uskuvaid
ustav, ustava, ustavat, ustavasse, ustavate, ustavaid
usuline, usulise, usulist, usulisesse|usulisse, usuliste, usulisi
usundiline, usundilise, usundilist, usundilisesse|usundilisse, usundiliste, usundilisi
usutav, usutava, usutavat, usutavasse, usutavate, usutavaid
utilitaarne, utilitaarse, utilitaarset, utilitaarsesse, utilitaarsete, utilitaarseid
ütlev, ütleva, ütlevat, ütlevasse, ütlevate, ütlevaid
uudne, uudse, uudset, uudsesse, uudsete, uudseid
uuenduslik, uuendusliku, uuenduslikku, uuenduslikusse|uuenduslikku, uuenduslike|uuenduslikkude, uuenduslikke|uuenduslikkusid
üürike, üürikese, üürikest, üürikesesse|üürikesse, üürikeste, üürikesi
uuriv, uuriva, uurivat, uurivasse, uurivate, uurivaid
uus, uue, uut, uuesse|uude, uute, uusi
vaadatav, vaadatava, vaadatavat, vaadatavasse, vaadatavate, vaadatavaid
vaagiv, vaagiva, vaagivat, vaagivasse, vaagivate, vaagivaid
vääramatu, vääramatu, vääramatut, vääramatusse, vääramatute, vääramatuid
väärikas, väärika, väärikat, väärikasse, väärikate, väärikaid
vääriline, väärilise, väärilist, väärilisesse|väärilisse, vääriliste, väärilisi
vääritu, vääritu, vääritut, vääritusse, vääritute, väärituid
väärne, väärse, väärset, väärsesse, väärsete, väärseid
väärtusetu, väärtusetu, väärtusetut, väärtusetusse, väärtusetute, väärtusetuid
väärtuslik, väärtusliku, väärtuslikku, väärtuslikusse|väärtuslikku, väärtuslike|väärtuslikkude, väärtuslikke|väärtuslikkusid
väär, väära, väära, väärasse|väära, väärade, vääri|väärasid
vaatamatu, vaatamatu, vaatamatut, vaatamatusse, vaatamatute, vaatamatuid
vaateline, vaatelise, vaatelist, vaatelisesse|vaatelisse, vaateliste, vaatelisi
vaatlik, vaatliku, vaatlikku, vaatlikusse|vaatlikku, vaatlike|vaatlikkude, vaatlikke|vaatlikkusid
vabandatav, vabandatava, vabandatavat, vabandatavasse, vabandatavate, vabandatavaid
vabandav, vabandava, vabandavat, vabandavasse, vabandavate, vabandavaid
vaba, vaba, vaba, vabasse, vabade, vabu|vabasid
väeline, väelise, väelist, väelisesse|väelisse, väeliste, väelisi
vaene, vaese, vaest, vaesesse, vaeste, vaeseid
vaenulik, vaenuliku, vaenulikku, vaenulikusse|vaenulikku, vaenulike|vaenulikkude, vaenulikke|vaenulikkusid
väeti, väeti, väetit, väetisse, väetite, väeteid
vaevaline, vaevalise, vaevalist, vaevalisesse|vaevalisse, vaevaliste, vaevalisi
vaevane, vaevase, vaevast, vaevasesse, vaevaste, vaevaseid
vaevatud, vaevatu, vaevatut, vaevatusse, vaevatute, vaevatuid
vaevlev, vaevleva, vaevlevat, vaevlevasse, vaevlevate, vaevlevaid
vagane, vagase, vagast, vagasesse, vagaste, vagaseid
vaga, vaga, vaga, vagasse, vagade, vagu|vagasid
vägev, vägeva, vägevat, vägevasse, vägevate, vägevaid
vaginaalne, vaginaalse, vaginaalset, vaginaalsesse, vaginaalsete, vaginaalseid
vagur, vagura, vagurat, vagurasse, vagurate, vaguraid
vaheline, vahelise, vahelist, vahelisesse|vahelisse, vaheliste, vahelisi
vähemlik, vähemliku, vähemlikku, vähemlikusse|vähemlikku, vähemlike|vähemlikkude, vähemlikke|vähemlikkusid
vahendatud, vahendatu, vahendatut, vahendatusse, vahendatute, vahendatuid
vähendav, vähendava, vähendavat, vähendavasse, vähendavate, vähendavaid
vähene, vähese, vähest, vähesesse, väheste, väheseid
vähenev, väheneva, vähenevat, vähenevasse, vähenevate, vähenevaid
vahetu, vahetu, vahetut, vahetusse, vahetute, vahetuid
vahune, vahuse, vahust, vahusesse, vahuste, vahuseid
vahutav, vahutava, vahutavat, vahutavasse, vahutavate, vahutavaid
vaibumatu, vaibumatu, vaibumatut, vaibumatusse, vaibumatute, vaibumatuid
vaibunu, vaibunu, vaibunut, vaibunusse, vaibunute, vaibunuid
vaieldamatu, vaieldamatu, vaieldamatut, vaieldamatusse, vaieldamatute, vaieldamatuid
vaieldav, vaieldava, vaieldavat, vaieldavasse, vaieldavate, vaieldavaid
vaigistav, vaigistava, vaigistavat, vaigistavasse, vaigistavate, vaigistavaid
vaigukas, vaiguka, vaigukat, vaigukasse, vaigukate, vaigukaid
vaigune, vaiguse, vaigust, vaigusesse, vaiguste, vaiguseid
väike, väikese|väikse, väikest, väikesesse|väiksesse|väikesse, väikeste, väikesi|väikeseid|väikseid
väiklane, väiklase, väiklast, väiklasesse|väiklasse, väiklaste, väiklasi|väiklaseid
vaikne, vaikse, vaikset, vaiksesse, vaiksete, vaikseid
vaimlik, vaimliku, vaimlikku, vaimlikusse|vaimlikku, vaimlike|vaimlikkude, vaimlikke|vaimlikkusid
vaimne, vaimse, vaimset, vaimsesse, vaimsete, vaimseid
vaimukas, vaimuka, vaimukat, vaimukasse, vaimukate, vaimukaid
vaimulik, vaimuliku, vaimulikku, vaimulikusse|vaimulikku, vaimulike|vaimulikkude, vaimulikke|vaimulikkusid
vaimustatud, vaimustatu, vaimustatut, vaimustatusse, vaimustatute, vaimustatuid
vaimustav, vaimustava, vaimustavat, vaimustavasse, vaimustavate, vaimustavaid
vaimustunud, vaimustunu, vaimustunut, vaimustunusse, vaimustunute, vaimustunuid
vaimutu, vaimutu, vaimutut, vaimutusse, vaimutute, vaimutuid
vaistlik, vaistliku, vaistlikku, vaistlikusse|vaistlikku, vaistlike|vaistlikkude, vaistlikke|vaistlikkusid
väitlev, väitleva, väitlevat, väitlevasse, väitlevate, väitlevaid
vajalik, vajaliku, vajalikku, vajalikusse|vajalikku, vajalike|vajalikkude, vajalikke|vajalikkusid
vajunu, vajunu, vajunut, vajunusse, vajunute, vajunuid
vakantne, vakantse, vakantset, vakantsesse, vakantsete, vakantseid
vaktsineeritud, vaktsineeritu, vaktsineeritut, vaktsineeritusse, vaktsineeritute, vaktsineerituid
valdav, valdava, valdavat, valdavasse, valdavate, valdavaid
valdne, valdse, valdset, valdsesse, valdsete, valdseid
valelik, valeliku, valelikku, valelikusse|valelikku, valelike|valelikkude, valelikke|valelikkusid
valentne, valentse, valentset, valentsesse, valentsete, valentseid
väle, väleda, väledat, väledasse, väledate, väledaid
vale, vale, valet, valesse, valede, valesid
valge, valge, valget, valgesse, valgete, valgeid
valgusetu, valgusetu, valgusetut, valgusetusse, valgusetute, valgusetuid
valgustav, valgustava, valgustavat, valgustavasse, valgustavate, valgustavaid
valguv, valguva, valguvat, valguvasse, valguvate, valguvaid
